,label,height,weight,shape,appearance,salary,house,car,girlFriend,friend,education,emotion,behavior,cellphone,sick,brain,selfConfidence,interest,GPA,sexmate,responsibility
516,winner,165,43,slim,handsome,7485,3,5,2,many,Doctor,optimism,positive,apple,0,smart,57,7,4.18,2,1
517,loser,163,80,heavy,ugly,815,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,36,3,0.66,0,0
518,loser,165,86,heavy,ugly,396,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,36,2,0.72,0,0
519,winner,171,63,slim,handsome,1495,2,1,3,many,Master,optimism,positive,apple,0,smart,97,8,4.21,8,1
520,winner,171,63,slim,handsome,3382,2,2,4,many,Doctor,optimism,positive,apple,0,smart,87,10,3.05,10,1
521,winner,172,62,slim,handsome,9851,3,4,1,many,Doctor,optimism,positive,apple,0,smart,91,9,3.21,6,1
522,winner,171,45,slim,handsome,7413,1,4,2,many,Master,optimism,positive,apple,0,smart,99,6,4.3,7,1
523,loser,156,90,heavy,ugly,203,0,0,0,few,highschool,gloomy,passive,android,1,stupid,35,2,1.35,0,0
524,winner,191,46,slim,handsome,4742,5,5,4,many,Doctor,optimism,positive,apple,0,smart,59,8,3.15,3,1
525,loser,156,97,heavy,ugly,31,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,43,5,0.15,0,0
526,winner,191,52,slim,handsome,4458,5,3,2,many,Doctor,optimism,positive,apple,0,smart,61,10,4.08,10,1
527,winner,181,44,slim,handsome,1842,4,3,5,many,Master,optimism,positive,apple,0,smart,51,7,3.47,1,1
528,loser,150,66,heavy,ugly,805,0,0,0,few,highschool,gloomy,passive,android,1,stupid,28,0,1.15,0,0
529,winner,165,44,slim,handsome,6823,1,3,1,many,Doctor,optimism,positive,apple,0,smart,83,12,3.43,8,1
530,loser,150,90,heavy,ugly,328,0,0,0,few,highschool,gloomy,passive,android,1,stupid,33,1,0.01,0,0
531,loser,156,95,heavy,ugly,970,0,0,0,few,highschool,gloomy,passive,android,1,stupid,27,4,2.24,0,0
532,winner,171,62,slim,handsome,4720,3,4,1,many,Master,optimism,positive,apple,0,smart,90,17,3.19,5,1
533,winner,188,54,slim,handsome,9965,4,2,2,many,Doctor,optimism,positive,apple,0,smart,93,9,3.17,4,1
534,loser,160,97,heavy,ugly,641,0,0,0,few,highschool,gloomy,passive,android,1,stupid,12,1,2.21,0,0
535,loser,155,65,heavy,ugly,735,0,0,0,few,highschool,gloomy,passive,android,1,stupid,4,1,2.64,0,0
536,winner,188,54,slim,handsome,8674,3,4,5,many,Master,optimism,positive,apple,0,smart,93,8,3.42,10,1
537,winner,175,61,slim,handsome,3565,2,3,4,many,Master,optimism,positive,apple,0,smart,61,8,3.94,5,1
538,loser,155,82,heavy,ugly,969,0,0,0,few,highschool,gloomy,passive,android,1,stupid,23,1,0.74,0,0
539,loser,162,95,heavy,ugly,459,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,1,1.16,0,0
540,winner,197,47,slim,handsome,8021,5,2,3,many,Doctor,optimism,positive,apple,0,smart,65,15,4.02,2,1
541,winner,178,56,slim,handsome,5884,1,4,5,many,Doctor,optimism,positive,apple,0,smart,70,14,3.21,1,1
542,loser,164,72,heavy,ugly,34,0,0,0,few,highschool,gloomy,passive,android,1,stupid,1,4,0.15,0,0
543,loser,162,79,heavy,ugly,389,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,2,2.39,0,0
544,loser,164,67,heavy,ugly,102,0,0,0,few,highschool,gloomy,passive,android,1,stupid,21,1,1.25,0,0
545,loser,156,87,heavy,ugly,100,0,0,0,few,highschool,gloomy,passive,android,1,stupid,50,2,2.41,0,0
546,winner,171,54,slim,handsome,3234,4,1,4,many,Doctor,optimism,positive,apple,0,smart,99,13,3.91,10,1
547,winner,193,47,slim,handsome,7692,2,3,1,many,Master,optimism,positive,apple,0,smart,86,6,4.17,7,1
548,loser,152,82,heavy,ugly,56,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,4,3,0.65,0,0
549,loser,159,78,heavy,ugly,225,0,0,0,few,highschool,gloomy,passive,android,1,stupid,35,2,0.13,0,0
550,loser,164,99,heavy,ugly,330,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,19,0,0.72,0,0
551,loser,159,86,heavy,ugly,719,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,23,5,2.26,0,0
552,winner,180,40,slim,handsome,6240,4,5,1,many,Master,optimism,positive,apple,0,smart,82,8,4.13,9,1
553,winner,179,40,slim,handsome,7156,3,5,1,many,Doctor,optimism,positive,apple,0,smart,93,14,3.52,9,1
554,winner,189,44,slim,handsome,4964,3,4,2,many,Master,optimism,positive,apple,0,smart,90,14,3.02,8,1
555,loser,162,90,heavy,ugly,841,0,0,0,few,highschool,gloomy,passive,android,1,stupid,9,5,0.8,0,0
556,loser,151,67,heavy,ugly,735,0,0,0,few,highschool,gloomy,passive,android,1,stupid,46,5,2.59,0,0
557,loser,160,74,heavy,ugly,828,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,14,2,2.78,0,0
558,loser,151,90,heavy,ugly,184,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,6,2,0.92,0,0
559,winner,176,44,slim,handsome,7034,4,1,5,many,Doctor,optimism,positive,apple,0,smart,98,14,3.56,3,1
560,winner,198,56,slim,handsome,9988,3,4,4,many,Master,optimism,positive,apple,0,smart,84,6,3.09,4,1
561,loser,162,86,heavy,ugly,673,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,5,2.06,0,0
562,winner,170,61,slim,handsome,9598,3,5,2,many,Doctor,optimism,positive,apple,0,smart,59,10,3.44,7,1
563,loser,150,90,heavy,ugly,106,0,0,0,few,highschool,gloomy,passive,android,1,stupid,13,3,0.55,0,0
564,loser,154,80,heavy,ugly,233,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,3,0.93,0,0
565,winner,168,43,slim,handsome,8682,1,5,5,many,Master,optimism,positive,apple,0,smart,82,16,4.15,5,1
566,winner,194,58,slim,handsome,3995,3,4,4,many,Doctor,optimism,positive,apple,0,smart,69,9,3.84,5,1
567,winner,192,56,slim,handsome,4120,4,5,5,many,Master,optimism,positive,apple,0,smart,65,10,4.11,3,1
568,winner,172,42,slim,handsome,6327,1,2,4,many,Doctor,optimism,positive,apple,0,smart,71,17,4.2,9,1
569,loser,161,89,heavy,ugly,417,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,2,1.92,0,0
570,winner,170,46,slim,handsome,3561,1,5,1,many,Doctor,optimism,positive,apple,0,smart,82,7,4.19,9,1
571,loser,163,73,heavy,ugly,18,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,9,0,1.3,0,0
572,winner,199,48,slim,handsome,9202,4,1,4,many,Doctor,optimism,positive,apple,0,smart,74,20,3.19,10,1
573,loser,154,78,heavy,ugly,916,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,30,5,2.64,0,0
574,winner,173,52,slim,handsome,4258,4,4,2,many,Doctor,optimism,positive,apple,0,smart,83,8,3.85,1,1
575,loser,159,76,heavy,ugly,431,0,0,0,few,highschool,gloomy,passive,android,1,stupid,12,2,2.56,0,0
576,winner,173,59,slim,handsome,5993,5,3,5,many,Master,optimism,positive,apple,0,smart,89,16,3.29,7,1
577,loser,150,68,heavy,ugly,536,0,0,0,few,highschool,gloomy,passive,android,1,stupid,41,4,2.64,0,0
578,winner,195,62,slim,handsome,5078,1,2,1,many,Master,optimism,positive,apple,0,smart,93,13,3.4,5,1
579,winner,174,48,slim,handsome,9793,2,4,2,many,Master,optimism,positive,apple,0,smart,75,10,3.36,2,1
580,loser,162,95,heavy,ugly,577,0,0,0,few,highschool,gloomy,passive,android,1,stupid,11,2,1.14,0,0
581,winner,183,51,slim,handsome,2464,4,2,5,many,Master,optimism,positive,apple,0,smart,60,13,4.07,10,1
582,loser,151,88,heavy,ugly,518,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,1,3,3.0,0,0
583,winner,165,41,slim,handsome,2725,4,1,1,many,Master,optimism,positive,apple,0,smart,93,12,3.54,8,1
584,winner,172,63,slim,handsome,7796,4,5,2,many,Doctor,optimism,positive,apple,0,smart,82,7,3.2,7,1
585,winner,198,46,slim,handsome,6902,2,4,1,many,Master,optimism,positive,apple,0,smart,84,16,4.18,5,1
586,loser,159,84,heavy,ugly,629,0,0,0,few,highschool,gloomy,passive,android,1,stupid,24,4,1.36,0,0
587,loser,159,94,heavy,ugly,311,0,0,0,few,highschool,gloomy,passive,android,1,stupid,11,4,2.18,0,0
588,loser,163,73,heavy,ugly,797,0,0,0,few,highschool,gloomy,passive,android,1,stupid,44,3,2.86,0,0
589,winner,194,46,slim,handsome,3931,3,5,2,many,Master,optimism,positive,apple,0,smart,89,11,3.68,1,1
590,winner,194,42,slim,handsome,6921,5,3,1,many,Master,optimism,positive,apple,0,smart,56,15,3.28,6,1
591,winner,195,55,slim,handsome,2454,1,4,5,many,Doctor,optimism,positive,apple,0,smart,65,11,3.83,1,1
592,winner,189,60,slim,handsome,2495,5,2,2,many,Doctor,optimism,positive,apple,0,smart,63,18,3.06,8,1
593,loser,156,88,heavy,ugly,744,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,29,0,0.05,0,0
594,loser,150,74,heavy,ugly,802,0,0,0,few,highschool,gloomy,passive,android,1,stupid,38,3,1.46,0,0
595,winner,187,47,slim,handsome,5801,3,3,2,many,Doctor,optimism,positive,apple,0,smart,60,8,3.18,7,1
596,loser,165,86,heavy,ugly,903,0,0,0,few,highschool,gloomy,passive,android,1,stupid,0,5,1.25,0,0
597,winner,168,55,slim,handsome,8015,3,2,1,many,Doctor,optimism,positive,apple,0,smart,82,18,3.24,4,1
598,winner,198,50,slim,handsome,9511,1,5,4,many,Master,optimism,positive,apple,0,smart,69,16,4.11,10,1
599,loser,156,67,heavy,ugly,216,0,0,0,few,highschool,gloomy,passive,android,1,stupid,16,4,2.14,0,0
600,loser,152,67,heavy,ugly,683,0,0,0,few,highschool,gloomy,passive,android,1,stupid,15,3,0.01,0,0
601,winner,174,45,slim,handsome,3014,2,1,4,many,Doctor,optimism,positive,apple,0,smart,84,15,4.12,6,1
602,loser,152,79,heavy,ugly,881,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,37,0,0.26,0,0
603,loser,154,70,heavy,ugly,482,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,39,4,2.05,0,0
604,loser,152,80,heavy,ugly,954,0,0,0,few,highschool,gloomy,passive,android,1,stupid,34,4,0.55,0,0
605,winner,178,63,slim,handsome,5545,1,5,1,many,Master,optimism,positive,apple,0,smart,88,18,4.14,6,1
606,loser,155,67,heavy,ugly,107,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,42,4,2.24,0,0
607,loser,153,78,heavy,ugly,54,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,7,0,2.3,0,0
608,winner,192,48,slim,handsome,7773,4,1,3,many,Doctor,optimism,positive,apple,0,smart,69,15,3.3,1,1
609,winner,170,47,slim,handsome,8972,5,4,3,many,Doctor,optimism,positive,apple,0,smart,98,20,3.59,2,1
610,winner,195,56,slim,handsome,4819,3,4,3,many,Master,optimism,positive,apple,0,smart,55,20,4.18,7,1
611,loser,154,74,heavy,ugly,128,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,18,5,0.49,0,0
612,winner,185,58,slim,handsome,4112,5,1,1,many,Doctor,optimism,positive,apple,0,smart,93,12,3.92,2,1
613,loser,161,86,heavy,ugly,38,0,0,0,few,highschool,gloomy,passive,android,1,stupid,26,0,2.36,0,0
614,winner,185,52,slim,handsome,2231,5,2,1,many,Master,optimism,positive,apple,0,smart,69,9,4.25,7,1
615,loser,165,78,heavy,ugly,541,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,18,3,1.39,0,0
616,winner,170,51,slim,handsome,7594,2,1,1,many,Doctor,optimism,positive,apple,0,smart,94,14,3.06,9,1
617,loser,153,79,heavy,ugly,103,0,0,0,few,highschool,gloomy,passive,android,1,stupid,21,1,0.12,0,0
618,loser,155,73,heavy,ugly,355,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,20,5,1.84,0,0
619,loser,152,92,heavy,ugly,329,0,0,0,few,highschool,gloomy,passive,android,1,stupid,15,2,1.24,0,0
620,loser,156,71,heavy,ugly,0,0,0,0,few,highschool,gloomy,passive,android,1,stupid,1,1,0.23,0,0
621,loser,164,95,heavy,ugly,238,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,4,2.85,0,0
622,loser,152,92,heavy,ugly,716,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,12,0,2.27,0,0
623,loser,165,76,heavy,ugly,957,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,37,1,0.81,0,0
624,loser,150,66,heavy,ugly,528,0,0,0,few,highschool,gloomy,passive,android,1,stupid,43,5,1.31,0,0
625,loser,165,75,heavy,ugly,59,0,0,0,few,highschool,gloomy,passive,android,1,stupid,49,3,1.1,0,0
626,winner,178,49,slim,handsome,8830,2,5,1,many,Doctor,optimism,positive,apple,0,smart,64,7,3.88,1,1
627,loser,157,100,heavy,ugly,338,0,0,0,few,highschool,gloomy,passive,android,1,stupid,22,4,0.58,0,0
628,winner,192,51,slim,handsome,2452,4,3,4,many,Master,optimism,positive,apple,0,smart,61,11,3.05,5,1
629,winner,165,45,slim,handsome,4318,2,3,5,many,Master,optimism,positive,apple,0,smart,74,20,4.27,10,1
630,loser,160,89,heavy,ugly,438,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,31,0,2.52,0,0
631,loser,165,68,heavy,ugly,0,0,0,0,few,highschool,gloomy,passive,android,1,stupid,4,3,1.71,0,0
632,loser,156,91,heavy,ugly,269,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,21,5,1.41,0,0
633,loser,164,67,heavy,ugly,741,0,0,0,few,highschool,gloomy,passive,android,1,stupid,38,5,1.5,0,0
634,winner,170,49,slim,handsome,2925,1,1,3,many,Master,optimism,positive,apple,0,smart,92,19,3.61,6,1
635,winner,174,40,slim,handsome,2026,1,5,5,many,Master,optimism,positive,apple,0,smart,90,15,4.04,2,1
636,loser,159,76,heavy,ugly,970,0,0,0,few,highschool,gloomy,passive,android,1,stupid,29,1,0.11,0,0
637,loser,156,74,heavy,ugly,489,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,39,3,2.69,0,0
638,winner,190,42,slim,handsome,8899,1,1,5,many,Master,optimism,positive,apple,0,smart,81,12,3.52,9,1
639,loser,155,94,heavy,ugly,105,0,0,0,few,highschool,gloomy,passive,android,1,stupid,50,5,0.42,0,0
640,winner,166,46,slim,handsome,6183,1,5,2,many,Doctor,optimism,positive,apple,0,smart,86,16,4.27,4,1
641,loser,162,77,heavy,ugly,810,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,32,5,1.61,0,0
642,winner,176,50,slim,handsome,2544,3,3,1,many,Master,optimism,positive,apple,0,smart,69,9,4.06,4,1
643,winner,180,53,slim,handsome,7112,4,4,3,many,Master,optimism,positive,apple,0,smart,63,12,3.66,9,1
644,winner,186,40,slim,handsome,1658,5,4,4,many,Master,optimism,positive,apple,0,smart,82,11,3.32,1,1
645,loser,154,83,heavy,ugly,968,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,31,2,0.04,0,0
646,loser,163,86,heavy,ugly,555,0,0,0,few,highschool,gloomy,passive,android,1,stupid,31,0,0.81,0,0
647,winner,166,45,slim,handsome,8279,2,2,4,many,Master,optimism,positive,apple,0,smart,72,11,3.63,9,1
648,loser,154,68,heavy,ugly,224,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,32,2,0.91,0,0
649,winner,182,42,slim,handsome,8462,4,1,1,many,Doctor,optimism,positive,apple,0,smart,58,9,3.02,6,1
650,winner,182,47,slim,handsome,1870,5,1,5,many,Master,optimism,positive,apple,0,smart,63,13,4.23,7,1
651,loser,165,89,heavy,ugly,870,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,4,4,2.35,0,0
652,winner,195,60,slim,handsome,6843,2,4,5,many,Master,optimism,positive,apple,0,smart,70,7,3.67,1,1
653,winner,183,62,slim,handsome,6361,1,5,4,many,Master,optimism,positive,apple,0,smart,79,17,3.05,8,1
654,winner,168,63,slim,handsome,9980,2,1,1,many,Master,optimism,positive,apple,0,smart,79,13,3.79,5,1
655,loser,153,87,heavy,ugly,378,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,41,5,0.7,0,0
656,winner,199,40,slim,handsome,2738,1,2,3,many,Doctor,optimism,positive,apple,0,smart,65,16,4.15,9,1
657,winner,171,61,slim,handsome,7605,2,4,2,many,Doctor,optimism,positive,apple,0,smart,51,15,3.39,5,1
658,loser,162,82,heavy,ugly,838,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,34,2,0.03,0,0
659,loser,161,78,heavy,ugly,26,0,0,0,few,highschool,gloomy,passive,android,1,stupid,37,5,1.86,0,0
660,loser,155,72,heavy,ugly,281,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,26,5,0.03,0,0
661,winner,198,45,slim,handsome,6252,2,5,1,many,Master,optimism,positive,apple,0,smart,51,11,3.82,7,1
662,loser,162,99,heavy,ugly,891,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,13,0,1.05,0,0
663,loser,154,95,heavy,ugly,588,0,0,0,few,highschool,gloomy,passive,android,1,stupid,13,2,2.39,0,0
664,loser,163,93,heavy,ugly,155,0,0,0,few,highschool,gloomy,passive,android,1,stupid,43,2,1.72,0,0
665,loser,158,81,heavy,ugly,155,0,0,0,few,highschool,gloomy,passive,android,1,stupid,37,5,0.58,0,0
666,loser,152,69,heavy,ugly,22,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,50,0,0.09,0,0
667,winner,168,62,slim,handsome,9256,4,3,1,many,Doctor,optimism,positive,apple,0,smart,91,15,3.26,5,1
668,winner,166,49,slim,handsome,1181,5,1,4,many,Master,optimism,positive,apple,0,smart,67,6,3.7,1,1
669,winner,200,47,slim,handsome,3732,2,5,5,many,Doctor,optimism,positive,apple,0,smart,79,20,3.67,5,1
670,loser,165,76,heavy,ugly,95,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,50,1,1.88,0,0
671,loser,154,100,heavy,ugly,768,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,33,3,2.34,0,0
672,winner,165,63,slim,handsome,6933,1,5,3,many,Doctor,optimism,positive,apple,0,smart,92,8,3.73,1,1
673,loser,158,79,heavy,ugly,987,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,5,4,0.13,0,0
674,loser,158,69,heavy,ugly,920,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,23,4,0.59,0,0
675,winner,186,57,slim,handsome,8556,3,3,1,many,Doctor,optimism,positive,apple,0,smart,88,8,3.9,4,1
676,winner,193,49,slim,handsome,1755,5,2,3,many,Doctor,optimism,positive,apple,0,smart,74,13,3.46,10,1
677,loser,164,85,heavy,ugly,813,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,28,3,1.03,0,0
678,winner,199,52,slim,handsome,7045,4,3,2,many,Doctor,optimism,positive,apple,0,smart,84,19,3.46,6,1
679,loser,156,84,heavy,ugly,552,0,0,0,few,highschool,gloomy,passive,android,1,stupid,15,2,2.8,0,0
680,loser,164,79,heavy,ugly,429,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,19,0,0.01,0,0
681,winner,171,56,slim,handsome,1783,1,1,3,many,Doctor,optimism,positive,apple,0,smart,82,19,3.05,7,1
682,loser,150,88,heavy,ugly,337,0,0,0,few,highschool,gloomy,passive,android,1,stupid,45,0,0.36,0,0
683,loser,151,82,heavy,ugly,466,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,50,0,1.81,0,0
684,loser,152,76,heavy,ugly,311,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,38,0,1.62,0,0
685,loser,164,74,heavy,ugly,585,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,31,5,1.67,0,0
686,winner,184,59,slim,handsome,6598,4,2,1,many,Doctor,optimism,positive,apple,0,smart,94,18,3.07,8,1
687,loser,164,73,heavy,ugly,33,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,46,3,2.58,0,0
688,winner,197,47,slim,handsome,4755,3,2,3,many,Doctor,optimism,positive,apple,0,smart,69,12,3.64,3,1
689,winner,169,44,slim,handsome,5498,3,4,5,many,Master,optimism,positive,apple,0,smart,84,11,3.96,8,1
690,loser,152,84,heavy,ugly,32,0,0,0,few,highschool,gloomy,passive,android,1,stupid,19,0,0.9,0,0
691,winner,186,54,slim,handsome,4247,5,4,5,many,Doctor,optimism,positive,apple,0,smart,54,16,3.91,5,1
692,loser,160,71,heavy,ugly,329,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,35,2,1.83,0,0
693,winner,178,65,slim,handsome,1755,2,1,2,many,Doctor,optimism,positive,apple,0,smart,57,12,3.47,5,1
694,winner,199,46,slim,handsome,3253,4,4,5,many,Master,optimism,positive,apple,0,smart,91,11,3.43,4,1
695,loser,159,97,heavy,ugly,440,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,47,5,2.81,0,0
696,loser,158,72,heavy,ugly,58,0,0,0,few,highschool,gloomy,passive,android,1,stupid,30,3,1.86,0,0
697,winner,189,42,slim,handsome,7372,2,4,4,many,Master,optimism,positive,apple,0,smart,63,8,3.35,9,1
698,winner,192,44,slim,handsome,1901,2,3,2,many,Doctor,optimism,positive,apple,0,smart,93,14,3.15,2,1
699,loser,159,80,heavy,ugly,332,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,29,3,1.69,0,0
700,winner,196,51,slim,handsome,8607,4,2,4,many,Master,optimism,positive,apple,0,smart,93,19,3.39,1,1
701,loser,159,95,heavy,ugly,517,0,0,0,few,highschool,gloomy,passive,android,1,stupid,44,0,0.39,0,0
702,winner,171,56,slim,handsome,3277,2,1,4,many,Master,optimism,positive,apple,0,smart,57,12,3.97,1,1
703,loser,161,98,heavy,ugly,190,0,0,0,few,highschool,gloomy,passive,android,1,stupid,31,2,0.81,0,0
704,winner,200,64,slim,handsome,7886,5,4,2,many,Doctor,optimism,positive,apple,0,smart,98,7,3.02,6,1
705,winner,186,44,slim,handsome,2656,2,5,3,many,Master,optimism,positive,apple,0,smart,96,20,4.22,5,1
706,loser,153,90,heavy,ugly,239,0,0,0,few,highschool,gloomy,passive,android,1,stupid,50,4,1.62,0,0
707,winner,180,43,slim,handsome,4158,3,4,2,many,Doctor,optimism,positive,apple,0,smart,57,17,3.95,8,1
708,loser,156,85,heavy,ugly,604,0,0,0,few,highschool,gloomy,passive,android,1,stupid,25,3,2.41,0,0
709,loser,154,66,heavy,ugly,155,0,0,0,few,highschool,gloomy,passive,android,1,stupid,47,2,0.16,0,0
710,winner,197,46,slim,handsome,3781,5,1,2,many,Master,optimism,positive,apple,0,smart,71,11,3.84,5,1
711,winner,193,56,slim,handsome,8177,1,4,5,many,Doctor,optimism,positive,apple,0,smart,75,16,3.16,1,1
712,loser,155,91,heavy,ugly,888,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,26,1,2.85,0,0
713,winner,177,51,slim,handsome,5269,5,5,4,many,Doctor,optimism,positive,apple,0,smart,52,16,3.07,10,1
714,loser,160,89,heavy,ugly,623,0,0,0,few,highschool,gloomy,passive,android,1,stupid,43,5,2.79,0,0
715,winner,168,61,slim,handsome,7490,4,1,3,many,Doctor,optimism,positive,apple,0,smart,54,6,4.13,10,1
716,loser,153,71,heavy,ugly,468,0,0,0,few,highschool,gloomy,passive,android,1,stupid,45,3,2.53,0,0
717,loser,162,99,heavy,ugly,165,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,33,2,0.99,0,0
718,winner,186,61,slim,handsome,7602,2,5,5,many,Doctor,optimism,positive,apple,0,smart,74,8,4.06,1,1
719,loser,156,67,heavy,ugly,172,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,33,1,2.69,0,0
720,loser,162,74,heavy,ugly,553,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,2,0,0.81,0,0
721,winner,167,54,slim,handsome,7077,2,3,5,many,Doctor,optimism,positive,apple,0,smart,75,18,3.39,6,1
722,loser,151,73,heavy,ugly,275,0,0,0,few,highschool,gloomy,passive,android,1,stupid,50,3,0.75,0,0
723,winner,188,59,slim,handsome,2187,3,1,2,many,Master,optimism,positive,apple,0,smart,81,15,3.94,2,1
724,winner,198,47,slim,handsome,1393,2,1,1,many,Master,optimism,positive,apple,0,smart,100,10,3.46,1,1
725,winner,186,44,slim,handsome,9652,2,5,1,many,Master,optimism,positive,apple,0,smart,76,15,3.55,3,1
726,loser,164,79,heavy,ugly,88,0,0,0,few,highschool,gloomy,passive,android,1,stupid,40,0,2.08,0,0
727,winner,188,60,slim,handsome,2309,5,1,3,many,Master,optimism,positive,apple,0,smart,72,8,4.06,8,1
728,loser,162,93,heavy,ugly,786,0,0,0,few,highschool,gloomy,passive,android,1,stupid,30,5,0.43,0,0
729,loser,159,86,heavy,ugly,555,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,10,3,1.73,0,0
730,winner,200,63,slim,handsome,4500,3,1,1,many,Doctor,optimism,positive,apple,0,smart,86,19,3.83,8,1
731,loser,152,80,heavy,ugly,385,0,0,0,few,highschool,gloomy,passive,android,1,stupid,48,0,2.53,0,0
732,loser,155,95,heavy,ugly,508,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,3,3,2.12,0,0
733,winner,170,64,slim,handsome,5013,3,4,5,many,Doctor,optimism,positive,apple,0,smart,67,14,3.23,10,1
734,loser,152,77,heavy,ugly,9,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,30,4,2.33,0,0
735,loser,159,87,heavy,ugly,559,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,48,5,0.32,0,0
736,loser,157,95,heavy,ugly,241,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,36,0,1.35,0,0
737,winner,169,50,slim,handsome,9850,2,1,4,many,Doctor,optimism,positive,apple,0,smart,68,9,3.95,9,1
738,loser,161,81,heavy,ugly,181,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,19,1,1.75,0,0
739,winner,199,49,slim,handsome,2760,4,2,5,many,Master,optimism,positive,apple,0,smart,89,8,3.98,10,1
740,winner,190,56,slim,handsome,7321,1,3,4,many,Master,optimism,positive,apple,0,smart,66,12,3.81,5,1
741,winner,192,54,slim,handsome,9043,2,3,4,many,Master,optimism,positive,apple,0,smart,86,13,3.26,6,1
742,winner,175,56,slim,handsome,8858,2,5,3,many,Doctor,optimism,positive,apple,0,smart,88,9,3.39,6,1
743,loser,161,88,heavy,ugly,110,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,28,4,0.18,0,0
744,loser,150,100,heavy,ugly,991,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,27,0,0.93,0,0
745,loser,158,78,heavy,ugly,122,0,0,0,few,highschool,gloomy,passive,android,1,stupid,30,5,0.45,0,0
746,winner,171,43,slim,handsome,6718,3,1,4,many,Doctor,optimism,positive,apple,0,smart,66,12,4.06,10,1
747,winner,182,43,slim,handsome,4206,2,3,2,many,Doctor,optimism,positive,apple,0,smart,99,13,3.89,6,1
748,winner,184,58,slim,handsome,4663,1,4,2,many,Doctor,optimism,positive,apple,0,smart,76,18,3.59,5,1
749,winner,177,57,slim,handsome,9494,3,1,2,many,Doctor,optimism,positive,apple,0,smart,57,17,4.13,8,1
750,winner,168,60,slim,handsome,3233,2,3,1,many,Master,optimism,positive,apple,0,smart,92,19,3.96,1,1
