,label,height,weight,shape,appearance,salary,house,car,girlFriend,friend,education,emotion,behavior,cellphone,sick,brain,selfConfidence,interest,GPA,sexmate,responsibility
465,loser,152,82,heavy,ugly,232,2,2,1,few,highschool,gloomy,passive,android,1,stupid,70,9,2.01,1,0
466,loser,154,88,heavy,ugly,1571,2,0,0,few,highschool,gloomy,passive,android,1,stupid,23,10,2.48,4,0
467,winner,150,49,slim,handsome,5180,5,2,5,few,Doctor,optimism,positive,apple,1,smart,87,7,3.72,1,1
468,loser,162,77,heavy,ugly,1537,1,0,0,few,highschool,gloomy,passive,android,1,stupid,13,5,0.95,2,0
469,loser,151,68,heavy,ugly,1671,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,7,5,0.63,3,0
470,winner,154,55,slim,handsome,7368,1,2,1,many,Master,optimism,positive,android,0,smart,78,20,3.2,8,1
471,loser,153,76,heavy,ugly,2044,2,1,2,few,highschool,gloomy,passive,android,1,stupid,21,6,3.55,4,0
472,winner,172,57,slim,handsome,2383,3,2,3,many,Doctor,optimism,positive,apple,1,smart,86,13,3.68,10,1
473,winner,160,56,slim,handsome,2747,4,5,1,many,Bachelor,optimism,positive,apple,1,stupid,94,12,4.28,3,1
474,winner,175,76,slim,handsome,2678,1,4,1,many,Master,gloomy,passive,apple,0,smart,52,19,3.65,4,1
475,winner,171,47,heavy,handsome,2802,2,2,3,few,Master,optimism,passive,android,0,smart,84,19,3.02,7,1
476,loser,150,97,heavy,ugly,4274,2,1,1,few,highschool,gloomy,passive,android,1,stupid,61,9,2.24,4,0
477,loser,165,85,heavy,ugly,4087,2,2,0,few,highschool,gloomy,passive,android,1,stupid,51,9,2.49,0,0
478,winner,193,67,heavy,handsome,9037,2,1,4,many,Master,gloomy,positive,apple,1,smart,56,20,3.4,8,1
479,winner,196,76,heavy,ugly,5980,3,2,5,many,Master,optimism,positive,apple,0,stupid,92,14,3.06,10,1
480,winner,161,78,slim,handsome,7562,1,3,2,many,Bachelor,gloomy,passive,apple,0,stupid,59,10,3.46,9,1
481,winner,158,47,slim,handsome,7795,1,4,2,many,Master,optimism,positive,android,0,stupid,57,7,3.65,8,0
482,loser,154,78,heavy,ugly,986,2,0,2,few,highschool,gloomy,passive,android,1,stupid,41,2,3.79,3,0
483,winner,166,62,heavy,handsome,4800,4,3,2,many,Bachelor,optimism,positive,apple,0,stupid,65,10,3.3,1,0
484,winner,198,72,slim,handsome,8448,3,3,5,many,Master,optimism,positive,android,0,smart,75,12,3.8,3,0
485,loser,163,69,heavy,ugly,1195,1,2,2,few,Bachelor,gloomy,passive,android,1,stupid,30,10,2.89,2,0
486,loser,163,69,heavy,ugly,2512,0,0,0,few,Bachelor,gloomy,passive,android,1,stupid,46,10,0.14,2,0
487,loser,162,85,heavy,ugly,4776,0,2,2,few,Bachelor,gloomy,passive,android,1,stupid,14,7,1.92,2,0
488,loser,161,99,heavy,ugly,2638,2,2,2,few,highschool,gloomy,passive,android,1,stupid,54,12,3.09,4,0
489,winner,156,68,slim,handsome,3282,4,5,3,many,Bachelor,gloomy,positive,apple,1,smart,68,15,3.52,8,1
490,loser,163,76,heavy,ugly,3017,2,0,1,few,Bachelor,gloomy,passive,android,1,stupid,20,5,2.22,3,0
491,loser,164,73,heavy,ugly,3716,0,0,2,few,highschool,gloomy,passive,android,1,stupid,8,3,2.63,1,0
492,winner,172,76,slim,handsome,1571,2,2,1,few,Master,optimism,positive,apple,1,smart,54,19,3.31,2,1
493,loser,160,95,heavy,ugly,1806,2,2,1,few,highschool,gloomy,passive,android,1,stupid,24,10,0.33,1,0
494,winner,168,63,slim,handsome,1018,5,5,3,many,Bachelor,optimism,positive,apple,1,stupid,96,9,4.3,3,0
495,winner,181,54,slim,handsome,4860,4,3,1,few,Doctor,optimism,positive,apple,1,smart,82,18,4.14,3,1
496,loser,153,72,heavy,ugly,3745,2,0,1,few,Bachelor,gloomy,passive,android,1,stupid,50,3,0.19,0,0
497,loser,158,84,heavy,ugly,4348,2,2,1,few,highschool,gloomy,passive,android,1,stupid,25,1,3.98,2,0
498,loser,150,93,heavy,ugly,1957,2,2,0,few,highschool,gloomy,passive,android,1,stupid,54,6,0.73,0,0
499,winner,157,68,slim,handsome,8631,3,4,4,many,Bachelor,gloomy,passive,android,1,smart,54,9,3.21,7,0
500,loser,158,75,heavy,ugly,3250,2,0,0,few,highschool,gloomy,passive,android,1,stupid,2,1,1.36,0,0
501,loser,156,87,heavy,ugly,4414,2,0,0,few,highschool,gloomy,passive,android,1,stupid,63,7,1.94,2,0
502,winner,152,66,slim,handsome,5662,3,3,2,few,Master,optimism,positive,apple,0,smart,95,16,4.28,3,1
503,winner,159,54,slim,handsome,5749,5,2,3,many,Bachelor,optimism,positive,android,1,smart,56,14,4.01,4,1
504,loser,162,81,heavy,ugly,1552,0,0,1,few,Bachelor,gloomy,passive,android,1,stupid,57,0,1.63,0,0
505,loser,152,87,heavy,ugly,4870,0,2,1,few,highschool,gloomy,passive,android,1,stupid,1,4,2.28,2,0
506,winner,151,83,slim,handsome,4510,1,4,4,many,Bachelor,optimism,passive,apple,0,stupid,60,18,3.97,7,0
507,loser,152,80,heavy,ugly,4002,1,0,0,few,Bachelor,gloomy,passive,android,1,stupid,36,7,3.06,4,0
508,loser,158,90,heavy,ugly,719,0,2,1,few,Bachelor,gloomy,passive,android,1,stupid,7,8,2.21,2,0
509,winner,151,43,heavy,handsome,5873,5,1,1,few,Doctor,optimism,positive,android,0,stupid,70,16,4.14,8,0
510,loser,153,71,heavy,ugly,2584,1,1,2,few,Bachelor,gloomy,passive,android,1,stupid,12,1,1.89,0,0
511,loser,160,82,heavy,ugly,1898,1,2,2,few,highschool,gloomy,passive,android,1,stupid,70,9,1.29,4,0
512,loser,153,70,heavy,ugly,1230,2,1,1,few,Bachelor,gloomy,passive,android,1,stupid,32,11,2.01,0,0
513,loser,158,85,heavy,ugly,4678,1,1,1,few,highschool,gloomy,passive,android,1,stupid,68,1,1.13,4,0
514,winner,198,60,heavy,ugly,3106,5,2,3,many,Doctor,optimism,positive,apple,1,stupid,90,18,3.35,4,0
515,winner,156,81,heavy,handsome,2344,1,4,3,many,Master,optimism,positive,android,0,stupid,97,7,3.21,10,1
516,winner,186,71,heavy,ugly,8646,3,5,3,many,Bachelor,gloomy,positive,apple,1,smart,87,12,4.3,9,0
517,winner,182,79,slim,ugly,9427,1,3,4,few,Bachelor,gloomy,positive,apple,1,smart,86,11,3.84,7,1
518,loser,161,88,heavy,ugly,1863,0,2,0,few,Bachelor,gloomy,passive,android,1,stupid,39,4,1.42,3,0
519,winner,185,53,heavy,handsome,1141,1,4,3,many,Master,gloomy,passive,android,1,stupid,90,10,3.19,7,1
520,winner,169,63,slim,handsome,3468,2,2,5,many,Doctor,optimism,positive,apple,0,stupid,80,19,4.2,10,1
521,loser,158,80,heavy,ugly,4770,1,1,1,few,Bachelor,gloomy,passive,android,1,stupid,45,5,0.9,2,0
522,loser,160,88,heavy,ugly,4834,2,2,1,few,highschool,gloomy,passive,android,1,stupid,28,10,3.42,1,0
523,winner,170,55,heavy,handsome,4548,2,4,1,few,Doctor,optimism,positive,android,0,smart,88,7,3.72,1,0
524,loser,154,89,heavy,ugly,1476,1,1,2,few,highschool,gloomy,passive,android,1,stupid,1,3,2.96,4,0
525,winner,165,74,slim,ugly,8739,4,2,3,few,Master,gloomy,positive,apple,0,stupid,91,8,3.03,1,0
526,winner,178,60,slim,handsome,4319,5,5,4,many,Bachelor,optimism,positive,apple,0,smart,62,8,3.67,1,1
527,winner,173,51,heavy,handsome,9687,1,4,2,few,Doctor,optimism,positive,apple,0,smart,96,11,3.86,5,1
528,winner,188,56,heavy,handsome,2691,1,2,3,many,Bachelor,gloomy,positive,android,0,smart,74,10,3.96,10,1
529,winner,151,61,heavy,handsome,9792,5,2,2,many,Master,gloomy,positive,apple,0,smart,79,16,3.43,10,1
530,loser,150,89,heavy,ugly,596,0,0,1,few,Bachelor,gloomy,passive,android,1,stupid,9,6,3.66,1,0
531,winner,156,54,slim,handsome,1451,2,3,4,many,Doctor,gloomy,positive,apple,1,smart,93,10,3.27,4,1
532,winner,183,75,slim,handsome,9725,4,4,5,many,Master,optimism,positive,android,0,stupid,97,14,4.13,6,1
533,loser,151,77,heavy,ugly,1033,1,0,0,few,Bachelor,gloomy,passive,android,1,stupid,25,5,1.84,4,0
534,winner,159,66,slim,ugly,5300,5,4,4,few,Bachelor,gloomy,positive,android,1,stupid,64,9,3.66,9,1
535,loser,160,98,heavy,ugly,1081,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,37,0,1.87,3,0
536,loser,160,87,heavy,ugly,2668,0,2,0,few,Bachelor,gloomy,passive,android,1,stupid,68,8,2.84,0,0
537,loser,165,80,heavy,ugly,2143,2,2,0,few,Bachelor,gloomy,passive,android,1,stupid,11,7,1.68,3,0
538,winner,181,53,slim,handsome,1591,5,2,4,many,Master,optimism,positive,android,0,smart,66,20,3.69,3,0
539,loser,163,73,heavy,ugly,3536,0,1,0,few,Bachelor,gloomy,passive,android,1,stupid,36,9,0.84,2,0
540,loser,165,67,heavy,ugly,4448,1,2,2,few,Bachelor,gloomy,passive,android,1,stupid,7,8,1.47,0,0
541,winner,196,60,slim,handsome,7670,2,4,2,few,Doctor,gloomy,positive,android,0,smart,69,11,3.74,4,1
542,loser,151,82,heavy,ugly,3177,1,2,0,few,Bachelor,gloomy,passive,android,1,stupid,42,3,2.34,4,0
543,winner,162,70,slim,ugly,4368,1,5,5,many,Master,optimism,positive,apple,0,smart,84,9,3.58,9,1
544,winner,166,45,heavy,ugly,5083,2,4,1,few,Bachelor,optimism,passive,apple,0,smart,57,7,3.69,10,1
545,winner,166,49,slim,ugly,5447,5,1,3,few,Master,optimism,passive,apple,1,smart,81,7,3.37,2,1
546,winner,152,62,slim,handsome,7230,4,4,3,few,Master,optimism,positive,android,0,smart,51,20,3.48,7,1
547,loser,160,79,heavy,ugly,176,1,1,2,few,highschool,gloomy,passive,android,1,stupid,15,11,3.34,3,0
548,loser,161,80,heavy,ugly,3791,0,1,2,few,Bachelor,gloomy,passive,android,1,stupid,62,6,1.65,0,0
549,winner,159,66,heavy,handsome,7591,1,2,3,many,Doctor,gloomy,passive,apple,1,smart,81,14,4.24,6,1
550,winner,176,56,slim,ugly,7786,1,2,5,many,Doctor,optimism,positive,apple,0,smart,80,19,3.22,9,1
551,winner,161,65,heavy,ugly,5032,1,1,4,few,Master,optimism,positive,apple,0,smart,72,6,3.52,7,1
552,loser,156,77,heavy,ugly,3932,1,1,2,few,highschool,gloomy,passive,android,1,stupid,70,4,3.43,3,0
553,winner,160,52,slim,handsome,4175,4,2,4,many,Bachelor,optimism,positive,apple,0,stupid,54,6,4.28,9,0
554,loser,157,70,heavy,ugly,239,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,22,3,3.62,4,0
555,loser,161,82,heavy,ugly,776,0,2,1,few,Bachelor,gloomy,passive,android,1,stupid,16,12,0.72,4,0
556,loser,156,96,heavy,ugly,216,2,0,1,few,highschool,gloomy,passive,android,1,stupid,15,11,1.26,4,0
557,loser,160,70,heavy,ugly,2529,1,0,1,few,highschool,gloomy,passive,android,1,stupid,38,7,3.09,3,0
558,winner,195,53,slim,handsome,2475,1,2,5,many,Bachelor,optimism,positive,apple,0,stupid,83,16,3.33,10,1
559,loser,162,84,heavy,ugly,3542,2,0,0,few,highschool,gloomy,passive,android,1,stupid,60,1,0.22,3,0
560,loser,161,76,heavy,ugly,3264,0,1,0,few,highschool,gloomy,passive,android,1,stupid,26,5,2.55,3,0
561,loser,157,82,heavy,ugly,773,1,1,2,few,highschool,gloomy,passive,android,1,stupid,58,8,1.29,4,0
562,winner,173,57,slim,ugly,4678,5,5,2,many,Bachelor,optimism,positive,android,0,smart,91,8,3.83,2,1
563,winner,162,41,heavy,handsome,2963,4,5,4,many,Master,optimism,positive,android,0,smart,81,8,4.05,7,1
564,loser,157,77,heavy,ugly,2567,2,1,2,few,Bachelor,gloomy,passive,android,1,stupid,56,3,1.36,3,0
565,loser,161,98,heavy,ugly,1800,1,1,0,few,highschool,gloomy,passive,android,1,stupid,23,11,3.68,2,0
566,winner,194,67,heavy,ugly,3890,4,2,1,few,Master,optimism,passive,apple,1,smart,91,13,3.63,1,1
567,loser,153,93,heavy,ugly,848,0,1,0,few,Bachelor,gloomy,passive,android,1,stupid,26,10,1.0,1,0
568,loser,154,90,heavy,ugly,309,1,1,1,few,Bachelor,gloomy,passive,android,1,stupid,67,4,1.27,2,0
569,loser,160,80,heavy,ugly,504,2,0,0,few,Bachelor,gloomy,passive,android,1,stupid,30,3,1.55,2,0
570,winner,184,62,heavy,ugly,5061,3,5,5,many,Master,optimism,positive,apple,1,stupid,97,13,3.39,9,1
571,loser,161,71,heavy,ugly,4349,1,2,0,few,Bachelor,gloomy,passive,android,1,stupid,18,7,1.79,0,0
572,winner,182,45,slim,handsome,5589,4,3,4,many,Bachelor,optimism,positive,apple,0,smart,56,15,3.65,6,1
573,loser,155,87,heavy,ugly,3205,2,2,0,few,highschool,gloomy,passive,android,1,stupid,35,12,0.31,4,0
574,loser,150,92,heavy,ugly,1701,0,0,1,few,highschool,gloomy,passive,android,1,stupid,62,0,3.07,1,0
575,loser,163,80,heavy,ugly,1080,1,0,2,few,Bachelor,gloomy,passive,android,1,stupid,31,9,0.99,0,0
576,winner,197,60,heavy,handsome,5829,3,1,5,many,Master,optimism,passive,apple,0,smart,60,15,4.2,1,1
577,winner,169,62,slim,handsome,6203,5,4,3,many,Bachelor,gloomy,positive,apple,0,smart,89,18,4.2,5,1
578,loser,150,88,heavy,ugly,2472,1,2,1,few,highschool,gloomy,passive,android,1,stupid,69,6,3.78,1,0
579,winner,170,53,heavy,ugly,8697,1,2,1,many,Bachelor,gloomy,passive,android,0,smart,90,9,3.09,6,1
580,loser,153,80,heavy,ugly,2740,0,2,2,few,Bachelor,gloomy,passive,android,1,stupid,46,3,1.24,1,0
581,winner,171,42,slim,handsome,5433,5,4,2,few,Bachelor,gloomy,positive,apple,0,stupid,77,6,3.32,6,1
582,loser,155,91,heavy,ugly,4323,2,0,1,few,Bachelor,gloomy,passive,android,1,stupid,56,6,3.87,2,0
583,loser,159,87,heavy,ugly,1373,2,1,1,few,Bachelor,gloomy,passive,android,1,stupid,43,3,2.86,4,0
584,winner,165,55,slim,handsome,4331,4,5,5,many,Master,gloomy,positive,android,0,smart,79,9,3.42,8,1
585,winner,189,49,slim,ugly,8924,5,5,4,many,Doctor,optimism,passive,android,0,stupid,60,15,3.71,4,1
586,loser,164,96,heavy,ugly,1408,2,2,1,few,highschool,gloomy,passive,android,1,stupid,30,5,0.77,0,0
587,winner,163,76,slim,ugly,3506,2,3,2,few,Doctor,gloomy,passive,android,0,stupid,94,20,3.53,7,1
588,loser,165,70,heavy,ugly,2637,2,1,1,few,Bachelor,gloomy,passive,android,1,stupid,44,12,0.93,0,0
589,loser,158,79,heavy,ugly,3653,1,2,0,few,Bachelor,gloomy,passive,android,1,stupid,35,1,3.94,1,0
590,winner,193,83,slim,ugly,2814,5,2,3,few,Master,optimism,passive,apple,0,smart,93,6,3.26,8,1
591,winner,168,85,heavy,handsome,9606,5,4,5,many,Doctor,optimism,positive,apple,0,stupid,52,16,3.69,3,1
592,winner,175,77,slim,handsome,2101,4,4,2,few,Bachelor,optimism,passive,apple,0,smart,96,18,3.52,9,1
593,winner,170,57,heavy,ugly,1796,5,1,3,many,Bachelor,optimism,positive,apple,0,stupid,57,6,3.14,10,1
594,winner,192,81,heavy,handsome,1910,4,2,4,many,Doctor,optimism,passive,apple,0,stupid,88,9,3.07,7,0
595,loser,155,70,heavy,ugly,4775,2,2,0,few,highschool,gloomy,passive,android,1,stupid,46,7,0.34,3,0
596,winner,171,65,heavy,ugly,3772,4,1,2,many,Bachelor,gloomy,positive,apple,0,stupid,51,12,3.33,10,1
597,loser,161,72,heavy,ugly,4105,0,1,1,few,highschool,gloomy,passive,android,1,stupid,27,8,1.37,3,0
598,winner,185,79,slim,handsome,5707,3,4,3,few,Master,gloomy,positive,apple,0,smart,66,9,3.73,9,0
599,winner,166,63,slim,handsome,5400,4,5,3,many,Bachelor,optimism,positive,apple,0,smart,69,11,3.59,9,1
600,winner,153,64,heavy,handsome,7384,2,3,3,few,Bachelor,gloomy,passive,android,0,stupid,82,12,3.51,5,1
601,winner,176,66,slim,ugly,6113,1,1,4,many,Doctor,optimism,passive,apple,0,stupid,87,15,3.58,6,1
602,loser,151,78,heavy,ugly,4975,0,0,1,few,highschool,gloomy,passive,android,1,stupid,41,7,2.44,1,0
603,winner,196,49,slim,handsome,8729,1,4,2,many,Master,optimism,positive,android,1,smart,69,11,4.1,4,0
604,winner,180,66,slim,handsome,9989,1,5,4,many,Bachelor,optimism,positive,apple,1,smart,87,15,4.01,5,0
605,winner,184,50,slim,handsome,9526,2,3,4,many,Doctor,optimism,passive,apple,0,smart,80,10,3.21,8,1
606,winner,162,50,heavy,handsome,6636,1,1,5,many,Bachelor,gloomy,positive,apple,0,smart,94,19,3.45,4,1
607,winner,199,76,slim,ugly,4004,3,3,1,few,Doctor,optimism,positive,apple,0,stupid,72,12,4.03,3,0
608,winner,199,80,slim,ugly,9328,5,4,5,few,Master,gloomy,passive,apple,1,smart,93,16,3.11,7,1
609,winner,152,64,slim,handsome,8486,4,2,4,many,Master,gloomy,positive,apple,0,stupid,83,10,3.28,8,1
610,loser,153,92,heavy,ugly,1650,1,2,2,few,Bachelor,gloomy,passive,android,1,stupid,13,9,2.96,2,0
611,winner,191,40,slim,handsome,3518,1,1,5,many,Master,optimism,passive,apple,0,smart,71,16,3.79,1,0
612,loser,162,70,heavy,ugly,4305,0,2,0,few,Bachelor,gloomy,passive,android,1,stupid,51,8,2.75,2,0
613,winner,168,53,slim,ugly,8674,3,2,5,many,Doctor,optimism,positive,apple,0,stupid,65,13,3.76,2,1
614,loser,160,80,heavy,ugly,2783,0,2,0,few,Bachelor,gloomy,passive,android,1,stupid,55,5,2.36,4,0
615,winner,153,66,heavy,ugly,1440,5,2,1,many,Bachelor,optimism,positive,android,1,smart,55,11,3.19,8,1
616,loser,154,73,heavy,ugly,4380,1,1,1,few,Bachelor,gloomy,passive,android,1,stupid,68,12,0.06,1,0
617,winner,172,52,heavy,handsome,7414,3,5,2,few,Doctor,gloomy,passive,android,1,smart,59,16,3.42,2,1
618,winner,171,51,slim,handsome,5952,3,1,4,many,Bachelor,optimism,passive,android,0,smart,76,7,3.29,10,1
619,loser,157,83,heavy,ugly,1540,0,0,1,few,Bachelor,gloomy,passive,android,1,stupid,62,3,1.76,1,0
620,loser,156,75,heavy,ugly,120,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,3,1,1.69,0,0
621,loser,163,100,heavy,ugly,2285,1,0,2,few,Bachelor,gloomy,passive,android,1,stupid,0,7,3.15,3,0
622,loser,157,75,heavy,ugly,2772,1,1,1,few,Bachelor,gloomy,passive,android,1,stupid,16,9,3.06,1,0
623,winner,169,45,heavy,handsome,2265,3,1,1,few,Bachelor,optimism,positive,apple,0,stupid,53,8,4.12,8,1
624,loser,164,80,heavy,ugly,1551,1,0,0,few,Bachelor,gloomy,passive,android,1,stupid,58,12,3.77,2,0
625,winner,199,43,slim,handsome,4545,3,4,2,many,Doctor,optimism,positive,apple,0,stupid,82,18,3.34,1,1
626,loser,154,89,heavy,ugly,318,0,0,2,few,Bachelor,gloomy,passive,android,1,stupid,52,1,2.47,0,0
627,loser,158,66,heavy,ugly,1072,1,0,0,few,Bachelor,gloomy,passive,android,1,stupid,47,5,1.57,2,0
628,winner,151,54,slim,handsome,4780,4,4,1,many,Doctor,optimism,positive,apple,0,stupid,71,18,4.13,7,1
629,loser,156,83,heavy,ugly,3491,0,2,1,few,Bachelor,gloomy,passive,android,1,stupid,38,0,0.47,2,0
630,winner,200,71,heavy,handsome,9958,2,4,2,many,Bachelor,optimism,passive,apple,0,smart,62,8,3.27,5,1
631,loser,153,67,heavy,ugly,2250,1,0,1,few,highschool,gloomy,passive,android,1,stupid,44,9,2.03,3,0
632,loser,159,81,heavy,ugly,1266,1,2,0,few,Bachelor,gloomy,passive,android,1,stupid,6,2,1.3,2,0
633,loser,164,78,heavy,ugly,834,2,1,2,few,highschool,gloomy,passive,android,1,stupid,33,8,2.16,1,0
634,winner,155,57,slim,ugly,2555,4,4,5,many,Bachelor,optimism,positive,apple,1,smart,56,7,3.17,10,1
635,winner,198,76,slim,handsome,9855,4,5,3,many,Master,optimism,positive,apple,0,smart,55,7,3.15,7,1
636,loser,155,72,heavy,ugly,585,1,2,0,few,highschool,gloomy,passive,android,1,stupid,60,8,3.27,1,0
637,loser,154,82,heavy,ugly,269,2,0,2,few,Bachelor,gloomy,passive,android,1,stupid,8,1,2.34,0,0
638,winner,151,48,heavy,handsome,5182,1,5,2,many,Bachelor,optimism,positive,android,1,smart,82,10,3.01,9,1
639,winner,179,57,heavy,ugly,2795,1,1,1,few,Bachelor,optimism,positive,apple,0,stupid,84,8,3.18,3,0
640,loser,156,87,heavy,ugly,1523,1,0,1,few,highschool,gloomy,passive,android,1,stupid,12,1,2.82,3,0
641,winner,167,78,heavy,ugly,4368,2,4,4,many,Doctor,optimism,passive,apple,0,smart,53,17,4.16,7,1
642,winner,200,45,slim,ugly,3178,5,1,4,few,Master,optimism,positive,apple,1,smart,83,19,4.24,1,1
643,winner,182,84,slim,handsome,1613,5,1,4,many,Master,optimism,passive,apple,1,stupid,90,19,3.34,6,1
644,winner,173,67,slim,ugly,1489,1,3,5,many,Master,optimism,positive,apple,0,stupid,80,8,3.82,6,1
645,winner,172,52,slim,ugly,1534,2,1,3,many,Master,gloomy,positive,apple,1,stupid,71,13,3.91,7,0
646,winner,166,44,heavy,handsome,2318,1,4,5,few,Master,gloomy,positive,apple,0,smart,99,7,3.08,8,1
647,winner,160,58,slim,handsome,4054,1,1,2,few,Bachelor,gloomy,positive,apple,0,smart,60,15,4.17,8,1
648,winner,183,63,heavy,ugly,1516,2,1,2,many,Bachelor,optimism,positive,apple,1,stupid,58,11,3.97,5,1
649,winner,193,55,slim,ugly,7710,4,2,1,many,Bachelor,optimism,positive,android,1,smart,81,6,3.17,1,0
650,loser,150,73,heavy,ugly,2204,0,2,1,few,highschool,gloomy,passive,android,1,stupid,50,2,1.09,3,0
651,winner,199,55,slim,ugly,3530,4,2,2,many,Bachelor,optimism,positive,apple,0,stupid,66,20,3.5,9,0
652,winner,180,77,slim,handsome,3940,1,4,4,many,Doctor,optimism,positive,apple,0,smart,98,12,3.23,1,1
653,loser,163,93,heavy,ugly,3202,1,1,0,few,Bachelor,gloomy,passive,android,1,stupid,20,12,3.79,3,0
654,loser,160,95,heavy,ugly,3652,2,2,0,few,highschool,gloomy,passive,android,1,stupid,36,6,3.91,1,0
655,winner,170,42,slim,ugly,3244,5,3,1,many,Master,optimism,positive,apple,0,smart,69,16,3.2,10,1
656,loser,165,97,heavy,ugly,4517,1,1,1,few,highschool,gloomy,passive,android,1,stupid,19,7,3.57,1,0
657,loser,164,89,heavy,ugly,2734,0,2,0,few,highschool,gloomy,passive,android,1,stupid,12,9,1.08,2,0
658,loser,154,88,heavy,ugly,3636,2,1,0,few,Bachelor,gloomy,passive,android,1,stupid,50,0,2.53,2,0
659,loser,154,68,heavy,ugly,2871,2,2,2,few,Bachelor,gloomy,passive,android,1,stupid,22,12,1.18,1,0
660,winner,196,47,slim,handsome,8229,2,5,5,many,Master,optimism,positive,apple,1,smart,77,10,3.3,10,1
661,winner,188,57,heavy,handsome,8329,1,4,3,many,Doctor,optimism,positive,android,0,smart,88,9,3.81,3,1
662,winner,177,85,slim,handsome,4515,3,5,1,few,Master,optimism,passive,apple,0,smart,96,14,3.82,5,1
663,loser,163,75,heavy,ugly,3783,1,0,0,few,Bachelor,gloomy,passive,android,1,stupid,22,2,3.99,0,0
664,winner,189,79,heavy,ugly,9929,2,4,5,many,Doctor,optimism,positive,apple,1,smart,90,12,3.1,5,1
665,loser,158,99,heavy,ugly,4620,0,1,2,few,Bachelor,gloomy,passive,android,1,stupid,61,4,0.76,3,0
666,loser,164,87,heavy,ugly,3088,2,1,2,few,highschool,gloomy,passive,android,1,stupid,5,2,2.54,4,0
667,winner,179,64,heavy,handsome,7487,2,3,1,many,Bachelor,optimism,positive,android,1,smart,62,19,3.89,9,0
668,loser,164,73,heavy,ugly,1451,2,2,1,few,Bachelor,gloomy,passive,android,1,stupid,49,8,1.7,4,0
669,loser,153,98,heavy,ugly,2535,0,1,2,few,Bachelor,gloomy,passive,android,1,stupid,62,3,2.29,2,0
670,winner,179,59,heavy,handsome,2075,1,3,5,many,Bachelor,gloomy,positive,android,0,smart,57,13,3.92,9,1
671,winner,168,45,slim,handsome,9091,2,1,1,many,Doctor,optimism,positive,apple,0,smart,100,15,3.36,6,1
672,winner,193,68,heavy,handsome,4598,3,1,5,many,Bachelor,optimism,positive,apple,1,smart,62,6,3.28,7,1
673,winner,163,59,heavy,ugly,3527,5,1,2,few,Master,optimism,passive,android,1,stupid,97,15,3.75,10,1
674,winner,192,56,slim,handsome,4901,2,1,5,many,Bachelor,optimism,passive,android,0,smart,92,15,3.49,1,1
675,winner,191,76,heavy,ugly,7202,2,4,5,many,Bachelor,optimism,positive,apple,1,smart,71,13,4.26,2,1
676,winner,170,41,heavy,handsome,9595,5,2,2,many,Doctor,gloomy,positive,android,0,stupid,52,13,3.94,3,1
677,winner,200,63,slim,ugly,7844,3,1,4,few,Master,gloomy,positive,apple,0,smart,60,6,4.1,4,1
678,loser,150,94,heavy,ugly,880,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,17,3,2.27,4,0
679,winner,187,63,slim,handsome,2674,2,5,4,many,Master,gloomy,positive,android,0,smart,87,7,4.28,6,0
680,winner,152,40,heavy,ugly,3439,2,3,1,many,Doctor,optimism,positive,apple,1,smart,90,11,3.91,3,1
681,loser,157,76,heavy,ugly,1129,2,2,1,few,Bachelor,gloomy,passive,android,1,stupid,45,11,3.28,4,0
682,winner,181,46,slim,handsome,1028,4,3,1,many,Master,optimism,positive,apple,1,stupid,61,19,3.08,2,1
683,loser,164,73,heavy,ugly,3493,0,1,0,few,highschool,gloomy,passive,android,1,stupid,9,0,2.59,3,0
684,winner,194,71,slim,handsome,4674,3,2,2,many,Bachelor,optimism,positive,apple,1,smart,73,19,3.16,6,1
685,loser,150,93,heavy,ugly,1502,2,1,2,few,Bachelor,gloomy,passive,android,1,stupid,35,8,3.34,1,0
686,winner,198,67,slim,ugly,6041,5,3,2,few,Master,optimism,positive,apple,0,smart,91,7,3.58,2,1
687,loser,159,95,heavy,ugly,748,2,1,0,few,Bachelor,gloomy,passive,android,1,stupid,58,1,3.68,0,0
688,winner,162,61,heavy,handsome,1133,3,3,1,few,Doctor,gloomy,positive,apple,1,smart,80,11,4.29,1,1
689,loser,159,95,heavy,ugly,867,2,2,2,few,Bachelor,gloomy,passive,android,1,stupid,20,12,1.94,0,0
690,winner,164,75,slim,handsome,4535,4,3,4,many,Master,optimism,positive,apple,1,smart,51,6,3.99,10,1
691,loser,158,69,heavy,ugly,1303,1,1,1,few,Bachelor,gloomy,passive,android,1,stupid,5,4,3.15,0,0
692,loser,161,83,heavy,ugly,1042,1,0,1,few,Bachelor,gloomy,passive,android,1,stupid,69,2,0.3,1,0
693,loser,163,88,heavy,ugly,3717,0,1,0,few,highschool,gloomy,passive,android,1,stupid,38,6,1.93,0,0
694,winner,160,77,slim,handsome,6721,5,1,5,many,Bachelor,optimism,passive,apple,1,smart,95,17,4.04,10,1
695,loser,158,92,heavy,ugly,4843,1,1,2,few,highschool,gloomy,passive,android,1,stupid,59,7,3.25,1,0
